,File Name,Company Name,CIK,gvkey,CUSIP_FULL,CUSIP
47,0000950134-94-000136.txt,TELE COMMUNICATIONS INC,96903,66714.0,879240109,87924010
48,0000950129-94-000780.txt,SERVICE CORPORATION INTERNATIONAL,89089,9611.0,817565104,81756510
49,0000057131-94-000007.txt,LA Z BOY CHAIR CO,57131,6543.0,505336107,50533610
50,0000950109-94-001567.txt,GREEN TREE FINANCIAL CORP,890175,5331.0,393505102,39350510
51,0000950131-94-000501.txt,FIRST CHICAGO CORP,36161,4689.0,319455101,31945510
52,0000950109-94-000692.txt,CYPRUS AMAX MINERALS CO,769589,11993.0,23281P106,23281P10
54,0000075488-94-000029.txt,PACIFIC GAS & ELECTRIC CO,75488,8264.0,694308107,69430810
55,0000075488-94-000029.txt,PACIFIC GAS & ELECTRIC CO,75488,65092.0,694308107,69430810
56,0000096966-94-000019.txt,TELEPHONE & DATA SYSTEMS INC,96966,10411.0,879433100,87943310
57,0000096966-94-000019.txt,TELEPHONE & DATA SYSTEMS INC,96966,186784.0,879433100,87943310
58,0000075488-94-000001.txt,PACIFIC GAS & ELECTRIC CO,75488,8264.0,694308107,69430810
59,0000075488-94-000001.txt,PACIFIC GAS & ELECTRIC CO,75488,65092.0,694308107,69430810
60,0000898430-94-000292.txt,CUBIC CORP /DE/,26076,3639.0,229669106,22966910
61,0000092195-94-000008.txt,SOUTHERN INDIANA GAS & ELECTRIC CO,92195,65094.0,843163106,84316310
62,0000950123-94-001016.txt,LONG ISLAND LIGHTING CO,60251,6799.0,542671102,54267110
64,0000005907-94-000002.txt,AMERICAN TELEPHONE & TELEGRAPH CO,5907,1581.0,030177109,03017710
65,0000018675-94-000049.txt,CENTRAL MAINE POWER CO,18675,2860.0,154051809,15405180
66,0000018675-94-000049.txt,CENTRAL MAINE POWER CO,18675,146411.0,154051809,15405180
67,0000950120-94-000053.txt,GIANT GROUP LTD,41296,5152.0,374503100,37450310
69,0000022698-94-000014.txt,COMSAT CORP,22698,3273.0,20564D107,20564D10
71,0000893220-94-000035.txt,V F CORP /PA/,103379,11060.0,918204108,91820410
72,0000950134-94-000718.txt,FIRST MISSISSIPPI CORP,36537,4719.0,320891104,32089110
73,0000833320-94-000005.txt,BURLINGTON RESOURCES INC,833320,15084.0,122014103,12201410
74,0000950109-94-000719.txt,ICF KAISER INTERNATIONAL INC,856200,19439.0,449244102,44924410
75,0000034879-94-000039.txt,FEDERAL MOGUL CORP,34879,4600.0,313549107,31354910
77,0000022698-94-000028.txt,COMSAT CORP,22698,3273.0,20564D107,20564D10
78,0000893220-94-000009.txt,TELEFLEX INC,96943,10407.0,879369106,87936910
80,0000911651-94-000015.txt,HUBCO INC,703559,5417.0,404382103,40438210
81,0000037996-94-000004.txt,FORD MOTOR CO,37996,4839.0,345370100,34537010
82,0000014637-94-000006.txt,BROWN & SHARPE MANUFACTURING CO /DE/,14637,2433.0,115223109,11522310
83,0000950152-94-000715.txt,COMMERCIAL INTERTECH CORP,22470,3248.0,201709102,20170910
84,0000950115-94-000189.txt,MEDIQ INC,350920,7216.0,584906101,58490610
85,0000950123-94-000532.txt,PAINE WEBBER GROUP INC,75754,8299.0,695629105,69562910
86,0000897446-94-000061.txt,PRICE COMMUNICATIONS CORP,355787,8745.0,741437305,74143730
87,0000890613-94-000031.txt,BALTIMORE BANCORP,751926,11895.0,059029108,05902910
88,0000829966-94-000013.txt,PSI RESOURCES INC,829966,8805.0,693632101,69363210
89,0000037996-94-000010.txt,FORD MOTOR CO,37996,4839.0,345370100,34537010
91,0000203077-94-000010.txt,ST JUDE MEDICAL INC,203077,9372.0,790849103,79084910
92,0000021271-94-000013.txt,VALERO ENERGY CORP,21271,15247.0,919138107,91913810
93,0000856716-94-000004.txt,WESTERN GAS RESOURCES INC,856716,18705.0,958259103,95825910
94,0000950103-94-001925.txt,FEDERAL EXPRESS CORP,230211,4598.0,313309106,31330910
95,0000950103-94-001925.txt,FEDERAL EXPRESS CORP,230211,115336.0,313309106,31330910
96,0000025890-94-000011.txt,CROWN CORK & SEAL CO INC,25890,3619.0,228255105,22825510
97,0000025890-94-000011.txt,CROWN CORK & SEAL CO INC,25890,3620.0,228255105,22825510
98,0000950134-94-001176.txt,K N ENERGY INC,54502,6310.0,482620101,48262010
99,0000715072-94-000003.txt,PEOPLES HOLDING CO,715072,25173.0,75970E107,75970E10
100,0000950109-94-000527.txt,RIGGS NATIONAL CORP,350847,9142.0,766570105,76657010
101,0000950168-94-000328.txt,VANGUARD CELLULAR SYSTEMS INC,771178,14244.0,922022108,92202210
102,0000950124-94-001210.txt,YELLOW CORP,716006,11649.0,985509108,98550910
103,0000097349-94-000053.txt,TEXACO INC,97349,10482.0,881694103,88169410
104,0000037032-94-000015.txt,FIRST VIRGINIA BANKS INC,37032,4742.0,337477103,33747710
105,0000050217-94-000008.txt,INDIANAPOLIS POWER & LIGHT CO,50217,5921.0,455434878,45543487
106,0000950131-94-001582.txt,GREEN TREE FINANCIAL CORP,890175,5331.0,393505102,39350510
107,0000086312-94-000013.txt,ST PAUL COMPANIES INC /MN/,86312,9380.0,792860108,79286010
108,0000086312-94-000013.txt,ST PAUL COMPANIES INC /MN/,86312,62689.0,792860108,79286010
109,0000022872-94-000012.txt,COMPREHENSIVE CARE CORP,22872,3288.0,204620207,20462020
110,0000030697-94-000006.txt,TRIARC COMPANIES INC,30697,3708.0,895927101,89592710
111,0000784977-94-000001.txt,PORTLAND GENERAL CORP /OR,79636,8684.0,736506106,73650610
112,0000950131-94-001569.txt,CHEMICAL WASTE MANAGEMENT INC,800287,12694.0,163812100,16381210
113,0000950117-94-000182.txt,UNION CAMP CORP,100783,10855.0,905530101,90553010
114,0000950129-94-000409.txt,NATIONAL CONVENIENCE STORES INC /DE/,314662,7720.0,635570112,63557011
115,0000053117-94-000047.txt,JAMES RIVER CORP OF VIRGINIA,53117,6226.0,470349101,47034910
116,0000891839-94-000035.txt,CANANDAIGUA WINE CO INC,16918,2710.0,137219200,13721920
117,0000357294-94-000006.txt,HOVNANIAN ENTERPRISES INC,357294,5750.0,442487203,44248720
118,0000357294-94-000006.txt,HOVNANIAN ENTERPRISES INC,357294,186605.0,442487203,44248720
119,0000950116-94-000167.txt,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,77281,8457.0,709102107,70910210
121,0000025354-94-000027.txt,CPI CORP,25354,2555.0,125902106,12590210
122,0000899243-94-000240.txt,ZAPATA CORP,109177,11670.0,989070107,98907010
123,0000093456-94-000002.txt,STANDARD REGISTER CO,93456,10005.0,853887107,85388710
124,0000737468-94-000003.txt,WASHINGTON TRUST BANCORP INC,737468,19873.0,940610108,94061010
125,0000950129-94-000346.txt,SEAGULL ENERGY CORP,320321,9549.0,812007102,81200710
126,0000950129-94-000346.txt,SEAGULL ENERGY CORP,320321,31101.0,812007102,81200710
127,0000891839-94-000034.txt,CANANDAIGUA WINE CO INC,16918,2710.0,137219200,13721920
128,0000950112-94-000211.txt,PARAMOUNT COMMUNICATIONS INC /DE/,44482,5378.0,699216107,69921610
129,0000771993-94-000023.txt,INTELOGIC TRACE INC,771993,12668.0,458159100,45815910
130,0000095304-94-000004.txt,SUN CO INC,95304,10156.0,866762107,86676210
131,0000095304-94-000004.txt,SUN CO INC,95304,29359.0,866762107,86676210
132,0000720556-94-000042.txt,CALIFORNIA ENERGY CO INC,720556,13427.0,130190101,13019010
133,0000356226-94-000025.txt,POLICY MANAGEMENT SYSTEMS CORP,356226,8658.0,731108106,73110810
134,0000030819-94-000007.txt,DYNAMICS CORP OF AMERICA,30819,4126.0,268039104,26803910
135,0000950131-94-001568.txt,WMX TECHNOLOGIES INC,104938,11306.0,92929Q107,92929Q10
136,0000950131-94-001568.txt,WMX TECHNOLOGIES INC,104938,209530.0,92929Q107,92929Q10
137,0000068813-94-000056.txt,MULTIMEDIA INC,68813,7609.0,62545K107,62545K10
138,0000950131-94-001583.txt,GREEN TREE FINANCIAL CORP,890175,5331.0,393505102,39350510
140,0000100885-94-000004.txt,UNION PACIFIC CORP,100885,10867.0,907818108,90781810
141,0000950109-94-001604.txt,ARMSTRONG WORLD INDUSTRIES INC,7431,1762.0,042476101,04247610
142,0000950109-94-001604.txt,ARMSTRONG WORLD INDUSTRIES INC,7431,175689.0,042476101,04247610
143,0000201493-94-000003.txt,COLTEC INDUSTRIES INC,201493,3200.0,196879100,19687910
144,0000909334-94-000037.txt,FLEMING COMPANIES INC /OK/,352949,4769.0,339130106,33913010
145,0000804055-94-000032.txt,COCA COLA ENTERPRISES INC,804055,12756.0,191219104,19121910
146,0000310433-94-000026.txt,C TEC CORP,310433,3265.0,126504109,12650410
147,0000063541-94-000019.txt,MAYTAG CORP,63541,7139.0,578592107,57859210
148,0000950134-94-001163.txt,MANVILLE CORP,355473,7007.0,565020302,56502030
149,0000912057-94-002312.txt,MICHAELS STORES INC,740670,7316.0,594087108,59408710
150,0000092416-94-000001.txt,SOUTHWEST GAS CORP,92416,9890.0,844895102,84489510
151,0000077551-94-000037.txt,PERKIN ELMER CORP,77551,8488.0,714041100,71404110
152,0000077551-94-000037.txt,PERKIN ELMER CORP,77551,127254.0,714041100,71404110
153,0000950144-94-001606.txt,REGIONS FINANCIAL CORP,36032,4674.0,758940100,75894010
154,0000856716-94-000011.txt,WESTERN GAS RESOURCES INC,856716,18705.0,958259103,95825910
155,0000950109-94-000903.txt,DELMARVA POWER & LIGHT CO /DE/,27879,3848.0,247109101,24710910
156,0000950109-94-000903.txt,DELMARVA POWER & LIGHT CO /DE/,27879,114789.0,247109101,24710910
157,0000081371-94-000022.txt,QUAKER OATS CO,81371,8852.0,747402105,74740210
159,0000023304-94-000013.txt,CONE MILLS CORP,23304,21504.0,206814105,20681410
160,0000007332-94-000020.txt,SOUTHWESTERN ENERGY CO,7332,9904.0,845467109,84546710
161,0000230463-94-000006.txt,POGO PRODUCING CO,230463,8655.0,730448107,73044810
162,0000950109-94-000095.txt,MERRILL LYNCH & CO INC,65100,7267.0,590188108,59018810
163,0000950135-94-000065.txt,NORTEK INC,72423,7935.0,656559200,65655920
164,0000950135-94-000065.txt,NORTEK INC,72423,260408.0,656559200,65655920
165,0000081033-94-000031.txt,PUBLIC SERVICE ELECTRIC & GAS CO,81033,12749.0,744567868,74456786
166,0000950123-94-000527.txt,KING WORLD PRODUCTIONS INC,756764,6450.0,495667107,49566710
167,0000775483-94-000001.txt,ATLANTIC RICHFIELD CO /DE,775483,1848.0,048825103,04882510
170,0000004457-94-000032.txt,AMERCO /NV/,4457,1393.0,023586100,02358610
171,0000898430-94-000442.txt,CITADEL HOLDING CORP,716634,31629.0,172862104,17286210
173,0000703360-94-000022.txt,LSI LOGIC CORP,703360,6529.0,502161102,50216110
174,0000910662-94-000005.txt,AVNET INC,8858,1919.0,053807103,05380710
175,0000912057-94-004207.txt,CHARTER MEDICAL CORP,19411,2940.0,161241708,16124170
176,0000022698-94-000015.txt,COMSAT CORP,22698,3273.0,20564D107,20564D10
177,0000950144-94-001835.txt,UNION PLANTERS CORP,100893,10868.0,908068109,90806810
178,0000950128-94-000162.txt,QUAKER STATE CORP,81381,8853.0,747410108,74741010
179,0000950150-94-000455.txt,HAWAIIAN ELECTRIC INDUSTRIES INC,354707,5526.0,419870100,41987010
180,0000075488-94-000014.txt,PACIFIC GAS & ELECTRIC CO,75488,8264.0,694308107,69430810
181,0000075488-94-000014.txt,PACIFIC GAS & ELECTRIC CO,75488,65092.0,694308107,69430810
182,0000950152-94-001230.txt,CLEVELAND CLIFFS INC,764065,3107.0,185896107,18589610
184,0000950129-94-000742.txt,TRUSTMARK CORP,36146,4685.0,898402102,89840210
185,0000950129-94-000030.txt,SEAGULL ENERGY CORP,320321,9549.0,812007102,81200710
186,0000950129-94-000030.txt,SEAGULL ENERGY CORP,320321,31101.0,812007102,81200710
187,0000950144-94-001766.txt,ACTAVA GROUP INC,39547,4932.0,004935102,00493510
192,0000060026-94-000008.txt,LOCKHEED CORP,60026,6774.0,539821108,53982110
193,0000096289-94-000035.txt,TANDY CORP /DE/,96289,10332.0,875382103,87538210
194,0000096289-94-000035.txt,TANDY CORP /DE/,96289,61439.0,875382103,87538210
195,0000950109-94-000693.txt,AMSOUTH BANCORPORATION,3133,1619.0,032165102,03216510
196,0000051396-94-000015.txt,MALLINCKRODT GROUP INC,51396,6096.0,452454101,45245410
197,0000070033-94-000011.txt,NATIONAL DATA CORP,70033,7723.0,635621105,63562110
198,0000950131-94-001193.txt,GREEN TREE FINANCIAL CORP,890175,5331.0,393505102,39350510
199,0000708819-94-000003.txt,MCDERMOTT INTERNATIONAL INC,708819,7152.0,580037109,58003710
200,0000004281-94-000015.txt,ALUMINUM CO OF AMERICA,4281,1356.0,022249106,02224910
201,0000004281-94-000015.txt,ALUMINUM CO OF AMERICA,4281,28192.0,022249106,02224910
202,0000950129-94-000781.txt,PANHANDLE EASTERN CORP /DE/,351696,8325.0,698462108,69846210
203,0000852772-94-000007.txt,FLAGSTAR COMPANIES INC,852772,19398.0,338471204,33847120
204,0000064079-94-000001.txt,MCI COMMUNICATIONS CORP,64079,6864.0,552673105,55267310
205,0000950129-94-000795.txt,MARINE DRILLING COMPANIES INC,860521,16932.0,568240204,56824020
206,0000950134-94-000645.txt,VALHI INC /DE/,59255,12578.0,918905100,91890510
207,0000950124-94-001601.txt,GENERAL HOST CORP,40638,5060.0,370064107,37006410
208,0000051396-94-000001.txt,IMCERA GROUP INC,51396,6096.0,452454101,45245410
209,0000063276-94-000053.txt,MATTEL INC /DE/,63276,7116.0,577081102,57708110
210,0000059255-94-000008.txt,VALHI INC /DE/,59255,12578.0,918905100,91890510
211,0000950128-94-000002.txt,PNC BANK CORP,713676,8245.0,693475105,69347510
212,0000912057-94-000115.txt,WELLS FARGO & CO,105598,11359.0,949740104,94974010
213,0000950131-94-001811.txt,GREEN TREE FINANCIAL CORP,890175,5331.0,393505102,39350510
214,0000912057-94-004367.txt,ROCKEFELLER CENTER PROPERTIES INC,773652,13126.0,773102108,77310210
215,0000086521-94-000014.txt,SAN DIEGO GAS & ELECTRIC CO,86521,9392.0,797440104,79744010
216,0000086521-94-000014.txt,SAN DIEGO GAS & ELECTRIC CO,86521,65090.0,797440104,79744010
217,0000950117-94-000222.txt,FIRST BRANDS CORP,797320,14854.0,319356101,31935610
218,0000019489-94-000059.txt,CHASE MANHATTAN CORP,19489,2943.0,161610100,16161010
219,0000058091-94-000003.txt,LAWTER INTERNATIONAL INC,58091,6618.0,520786104,52078610
220,0000103872-94-000008.txt,VOLT INFORMATION SCIENCES INC,103872,11213.0,928703107,92870310
221,0000909518-94-000129.txt,BEAR STEARNS COMPANIES INC,777001,11818.0,073902108,07390210
222,0000897069-94-000013.txt,LINCOLN TELECOMMUNICATIONS CO,320446,6743.0,534780101,53478010
223,0000912057-94-003193.txt,DUKE REALTY INVESTMENTS INC,783280,13510.0,264411505,26441150
224,0000950157-94-000082.txt,NATIONAL HEALTH LABORATORIES HOLDINGS INC,920148,14960.0,63633E102,63633E10
225,0000088121-94-000024.txt,SEABOARD CORP /DE/,88121,9538.0,811543107,81154310
226,0000833890-94-000018.txt,ASHLAND COAL INC,833890,14793.0,043906106,04390610
227,0000910079-94-000021.txt,BEDFORD PROPERTY INVESTORS INC/MD,910079,12125.0,076446103,07644610
228,0000891618-94-000013.txt,KLA INSTRUMENTS CORP,319201,6304.0,482480100,48248010
229,0000738076-94-000027.txt,3COM CORP,738076,10553.0,885535104,88553510
230,0000071675-94-000045.txt,NEW YORK STATE ELECTRIC & GAS CORP,71675,7862.0,649840105,64984010
231,0000071675-94-000045.txt,NEW YORK STATE ELECTRIC & GAS CORP,71675,112191.0,649840105,64984010
232,0000101830-94-000022.txt,SPRINT CORP,101830,10984.0,852061100,85206110
234,0000910079-94-000035.txt,BEDFORD PROPERTY INVESTORS INC/MD,910079,12125.0,076446103,07644610
235,0000950133-94-000292.txt,DART GROUP CORP,26938,3747.0,237415104,23741510
237,0000950144-94-000875.txt,UNION PLANTERS CORP,100893,10868.0,908068109,90806810
239,0000912057-94-002500.txt,HONEYWELL INC,48305,1300.0,438506107,43850610
240,0000912057-94-002500.txt,HONEYWELL INC,48305,5693.0,438506107,43850610
241,0000950109-94-001758.txt,TORCHMARK CORP,320335,10614.0,891027104,89102710
242,0000046601-94-000004.txt,HEILIG MEYERS CO,46601,5564.0,422893107,42289310
243,0000200245-94-000085.txt,SALOMON INC,200245,8537.0,79549B487,79549B48
244,0000950123-94-002091.txt,HECLA MINING CO/DE/,719413,5560.0,422704205,42270420
245,0000950109-94-002245.txt,PRATT HOTEL CORP /DE/,30117,12118.0,391546108,39154610
247,0000009749-94-000078.txt,BANKERS TRUST NEW YORK CORP,9749,2029.0,066365107,06636510
248,0000712425-94-000006.txt,ALPNET INC,712425,12396.0,021089107,02108910
250,0000045012-94-000044.txt,HALLIBURTON CO,45012,5439.0,406216101,40621610
251,0000912057-94-002516.txt,PRICE/COSTCO INC,909832,29028.0,74143W102,74143W10
252,0000045012-94-000050.txt,HALLIBURTON CO,45012,5439.0,406216101,40621610
253,0000950150-94-000696.txt,TIMES MIRROR CO,98349,10580.0,887360105,88736010
255,0000077360-94-000038.txt,PENTAIR INC,77360,8463.0,709631105,70963110
256,0000950124-94-000079.txt,RODMAN & RENSHAW CAPITAL GROUP INC,726977,12213.0,774877104,77487710
257,0000716039-94-000002.txt,UNOCAL CORP/DE,716039,11038.0,915289102,91528910
258,0000909518-94-000117.txt,NATIONAL INTERGROUP INC,716644,7745.0,351904305,35190430
259,0000071675-94-000053.txt,NEW YORK STATE ELECTRIC & GAS CORP,71675,7862.0,649840105,64984010
260,0000071675-94-000053.txt,NEW YORK STATE ELECTRIC & GAS CORP,71675,112191.0,649840105,64984010
261,0000020520-94-000009.txt,CITIZENS UTILITIES CO,20520,3078.0,177351202,17735120
262,0000020520-94-000009.txt,CITIZENS UTILITIES CO,20520,105905.0,177351202,17735120
263,0000020520-94-000009.txt,CITIZENS UTILITIES CO,20520,135484.0,177351202,17735120
264,0000893220-94-000383.txt,COLUMBIA GAS SYSTEM INC,22099,3206.0,197648108,19764810
265,0000063754-94-000024.txt,MCCORMICK & CO INC,63754,7146.0,579780107,57978010
268,0000950131-94-000066.txt,ARVIN INDUSTRIES INC,7636,1786.0,043339100,04333910
269,0000950142-94-000074.txt,ORION PICTURES CORP,35590,8188.0,686285107,68628510
270,0000203248-94-000011.txt,SOUTHERN UNION CO,203248,9867.0,844030106,84403010
271,0000950129-94-000542.txt,NOBLE DRILLING CORP,777201,11925.0,655042109,65504210
272,0000950129-94-000542.txt,NOBLE DRILLING CORP,777201,163500.0,655042109,65504210
273,0000357261-94-000020.txt,FLORIDA PROGRESS CORP,357261,4800.0,341109106,34110910
275,0000004829-94-000006.txt,AMERICAN CYANAMID CO,4829,1430.0,025321100,02532110
276,0000950131-94-001813.txt,GREEN TREE FINANCIAL CORP,890175,5331.0,393505102,39350510
277,0000950147-94-000133.txt,CONTINENTAL HOMES HOLDING CORP,796122,13081.0,21148C102,21148C10
278,0000840251-94-000004.txt,SANTA FE PACIFIC PIPELINE PARTNERS LP,840251,15112.0,802177105,80217710
279,0000086104-94-000002.txt,SAFECO CORP,86104,9351.0,786429100,78642910
280,0000025445-94-000002.txt,CRANE CO /DE/,25445,3580.0,224399105,22439910
281,0000025445-94-000002.txt,CRANE CO /DE/,25445,42284.0,224399105,22439910
282,0000950134-94-001203.txt,FIRST UNITED BANCSHARES INC /AR/,355883,14219.0,33741E104,33741E10
283,0000950134-94-001203.txt,FIRST UNITED BANCSHARES INC /AR/,355883,16860.0,33741E104,33741E10
284,0000912057-94-000103.txt,MERRILL CORP,790406,12380.0,590175105,59017510
285,0000950168-94-000049.txt,DUKE POWER CO /NC/,30371,4093.0,264399106,26439910
286,0000950168-94-000049.txt,DUKE POWER CO /NC/,30371,180942.0,264399106,26439910
287,0000950131-94-001191.txt,GREEN TREE FINANCIAL CORP,890175,5331.0,393505102,39350510
288,0000009672-94-000016.txt,BANKAMERICA CORP,9672,2024.0,066050105,06605010
290,0000051396-94-000017.txt,MALLINCKRODT GROUP INC,51396,6096.0,452454101,45245410
291,0000889812-94-000022.txt,PAINE WEBBER GROUP INC,75754,8299.0,695629105,69562910
294,0000915887-94-000027.txt,DART GROUP CORP,26938,3747.0,237415104,23741510
295,0000950131-94-000516.txt,FIRST CHICAGO CORP,36161,4689.0,319455101,31945510
296,0000906933-94-000004.txt,SHURGARD STORAGE CENTERS INC,906933,29948.0,82567D104,82567D10
297,0000802284-94-000002.txt,CONTINENTAL MEDICAL SYSTEMS INC /DE/,802284,13232.0,211642103,21164210
299,0000899243-94-000135.txt,ZAPATA CORP,109177,11670.0,989070107,98907010
300,0000061425-94-000010.txt,MAGMA COPPER CO,61425,14014.0,559177209,55917720
301,0000912057-94-002099.txt,WESTERN INVESTMENT REAL ESTATE TRUST,106135,11403.0,958468100,95846810
302,0000912057-94-003387.txt,SOUTHWESTERN LIFE CORP,49588,5823.0,449264100,44926410
303,0000950144-94-001764.txt,ACTAVA GROUP INC,39547,4932.0,004935102,00493510
304,0000075488-94-000002.txt,PACIFIC GAS & ELECTRIC CO,75488,8264.0,694308107,69430810
305,0000075488-94-000002.txt,PACIFIC GAS & ELECTRIC CO,75488,65092.0,694308107,69430810
306,0000950112-94-000165.txt,TRAVELERS INC,831001,3243.0,894190107,89419010
307,0000950168-94-000129.txt,SOUTHERN NATIONAL CORP /NC/,92230,11856.0,054937107,05493710
308,0000701345-94-000009.txt,USAIR GROUP INC,701345,1382.0,911905107,91190510
309,0000701345-94-000009.txt,USAIR GROUP INC,701345,10946.0,911905107,91190510
310,0000022698-94-000003.txt,COMSAT CORP,22698,3273.0,20564D107,20564D10
311,0000950147-94-000047.txt,PINNACLE WEST CAPITAL CORP,764622,1075.0,723484101,72348410
312,0000950120-94-000050.txt,GIANT GROUP LTD,41296,5152.0,374503100,37450310
314,0000950123-94-001834.txt,KING WORLD PRODUCTIONS INC,756764,6450.0,495667107,49566710
315,0000022698-94-000017.txt,COMSAT CORP,22698,3273.0,20564D107,20564D10
316,0000950109-94-001438.txt,AMAX GOLD INC,814577,13566.0,023120108,02312010
317,0000898430-94-000440.txt,MERISEL INC /DE/,724941,14895.0,589849108,58984910
318,0000950130-94-000444.txt,FIRST BANK SYSTEM INC,36104,4682.0,319279501,31927950
319,0000950130-94-000444.txt,FIRST BANK SYSTEM INC,36104,4723.0,319279501,31927950
322,0000051410-94-000030.txt,INTERNATIONAL MULTIFOODS CORP,51410,6102.0,460043102,46004310
323,0000047288-94-000052.txt,HIBERNIA CORP,47288,5619.0,428656102,42865610
324,0000890566-94-000494.txt,INTELOGIC TRACE INC,771993,12668.0,458159100,45815910
325,0000031791-94-000020.txt,EG&G INC,31791,4145.0,268457108,26845710
326,0000950109-94-001362.txt,CORESTATES FINANCIAL CORP,69952,3527.0,218695104,21869510
327,0000911651-94-000002.txt,HUBCO INC,703559,5417.0,404382103,40438210
328,0000950109-94-000929.txt,SCOTT PAPER CO,87949,9514.0,809877103,80987710
329,0000950135-94-000067.txt,STATE STREET BOSTON CORP,93751,10035.0,857473102,85747310
332,0000037996-94-000007.txt,FORD MOTOR CO,37996,4839.0,345370100,34537010
333,0000950112-94-002612.txt,FEDERATED DEPARTMENT STORES INC,34945,4611.0,31410J107,31410J10
334,0000047288-94-000085.txt,HIBERNIA CORP,47288,5619.0,428656102,42865610
336,0000950144-94-001176.txt,CARMIKE CINEMAS INC,799088,12669.0,143436103,14343610
338,0000898430-94-000118.txt,MERISEL INC /DE/,724941,14895.0,589849108,58984910
339,0000950112-94-001858.txt,PETROLEUM HEAT & POWER CO INC,736768,8514.0,716600200,71660020
340,0000909334-94-000021.txt,FLEMING COMPANIES INC /OK/,352949,4769.0,339130106,33913010
